village_id,Object.state,Status,Accuracy,Date,commune,village_name,lat_long,has_rain_gauge,village_size,gender_nanmean,gender_nanmedian,gender_N,age_nanmean,age_nanmedian,age_N,years_farming_nanmean,years_farming_nanmedian,years_farming_N,num_wives_nanmean,num_wives_nanmedian,num_wives_N,wife_trades_nanmean,wife_trades_nanmedian,wife_trades_N,wife_food_crops_nanmean,wife_food_crops_nanmedian,wife_food_crops_N,wife_crafts_nanmean,wife_crafts_nanmedian,wife_crafts_N,num_children_nanmean,num_children_nanmedian,num_children_N,num_young_children_nanmean,num_young_children_nanmedian,num_young_children_N,num_older_children_nanmean,num_older_children_nanmedian,num_older_children_N,num_children_in_school_nanmean,num_children_in_school_nanmedian,num_children_in_school_N,children_working_nanmean,children_working_nanmedian,children_working_N,housing_material_nanmean,housing_material_nanmedian,housing_material_N,access_electricity_nanmean,access_electricity_nanmedian,access_electricity_N,access_drinking_water_nanmean,access_drinking_water_nanmedian,access_drinking_water_N,access_healthcare_nanmean,access_healthcare_nanmedian,access_healthcare_N,wants_credit_nanmean,wants_credit_nanmedian,wants_credit_N,credit_from_coop_nanmean,credit_from_coop_nanmedian,credit_from_coop_N,credit_from_third_party_nanmean,credit_from_third_party_nanmedian,credit_from_third_party_N,credit_from_bank_nanmean,credit_from_bank_nanmedian,credit_from_bank_N,has_loan_nanmean,has_loan_nanmedian,has_loan_N,loan_amount_nanmean,loan_amount_nanmedian,loan_amount_N,loan_rate_nanmean,loan_rate_nanmedian,loan_rate_N,has_bridge_loan_nanmean,has_bridge_loan_nanmedian,has_bridge_loan_N,bridge_loan_amount_nanmean,bridge_loan_amount_nanmedian,bridge_loan_amount_N,pledged_output_nanmean,pledged_output_nanmedian,pledged_output_N,wants_bridge_loan_nanmean,wants_bridge_loan_nanmedian,wants_bridge_loan_N,wants_bridge_loan_amount_nanmean,wants_bridge_loan_amount_nanmedian,wants_bridge_loan_amount_N,input_use_nanmean,input_use_nanmedian,input_use_N,input_cost_nanmean,input_cost_nanmedian,input_cost_N,inputs_useful_nanmean,inputs_useful_nanmedian,inputs_useful_N,interest_use_inputs_nanmean,interest_use_inputs_nanmedian,interest_use_inputs_N,interest_insurance_nanmean,interest_insurance_nanmedian,interest_insurance_N,use_ag_services_nanmean,use_ag_services_nanmedian,use_ag_services_N,ag_services_quality_nanmean,ag_services_quality_nanmedian,ag_services_quality_N,ag_services_frequency_nanmean,ag_services_frequency_nanmedian,ag_services_frequency_N,interest_ag_services_nanmean,interest_ag_services_nanmedian,interest_ag_services_N,last_price_nanmean,last_price_nanmedian,last_price_N,num_plots_nanmean,num_plots_nanmedian,num_plots_N,total_ha_nanmean,total_ha_nanmedian,total_ha_N,fraction_in_school_nanmean,fraction_in_school_nanmedian,fraction_in_school_N,fraction_in_school_binned_nanmean,fraction_in_school_binned_nanmedian,fraction_in_school_binned_N,num_older_children_binned_nanmean,num_older_children_binned_nanmedian,num_older_children_binned_N,num_young_children_binned_nanmean,num_young_children_binned_nanmedian,num_young_children_binned_N,income_nanmean,income_nanmedian,income_N,nonzero_income_nanmean,nonzero_income_nanmedian,nonzero_income_N,income_binned_nanmean,income_binned_nanmedian,income_binned_N,num_plots_binned_nanmean,num_plots_binned_nanmedian,num_plots_binned_N,years_farming_binned_nanmean,years_farming_binned_nanmedian,years_farming_binned_N,age_binned_nanmean,age_binned_nanmedian,age_binned_N,num_children_binned_nanmean,num_children_binned_nanmedian,num_children_binned_N,num_wives_binned_nanmean,num_wives_binned_nanmedian,num_wives_binned_N,education_level_binned_nanmean,education_level_binned_nanmedian,education_level_binned_N,wife_roles_nanmean,wife_roles_nanmedian,wife_roles_N,creditworthy_nanmean,creditworthy_nanmedian,creditworthy_N
423.0,Locked,Enable,3.0,2018-01-22 10:04:00,Ronkh,Diawar,-16.050963029265 | 16.458946231421,no,262.0,0.12213740458015267,0.0,262.0,45.06870229007634,44.0,262.0,17.240458015267176,17.0,262.0,1.049618320610687,1.0,262.0,0.27099236641221375,0.0,262.0,0.04198473282442748,0.0,262.0,0.0,0.0,262.0,5.057251908396947,5.0,262.0,1.8931297709923665,1.0,262.0,2.0763358778625953,2.0,262.0,2.385496183206107,2.0,262.0,2.0,2.0,181.0,1.6988416988416988,2.0,259.0,0.946360153256705,1.0,261.0,1.996168582375479,2.0,261.0,1.1762452107279693,1.0,261.0,2.8692307692307693,3.0,260.0,0.2972972972972973,0.0,259.0,0.9459459459459459,1.0,259.0,1.9153846153846155,2.0,260.0,0.9298245614035088,1.0,228.0,411984.7715736041,375000.0,197.0,5.024896265560166,5.0,241.0,0.0,0.0,262.0,0.019083969465648856,0.0,262.0,0.16475095785440613,0.0,261.0,0.9578544061302682,1.0,261.0,171195.43295019158,150000.0,261.0,3.9884615384615385,4.0,260.0,100333.99616858238,89760.0,261.0,1.0193050193050193,1.0,259.0,1.0154440154440154,1.0,259.0,1.3745173745173744,1.0,259.0,0.9961389961389961,1.0,259.0,1.2393822393822393,1.0,259.0,3.9575289575289574,4.0,259.0,1.0694980694980696,1.0,259.0,114.26436781609195,109.0,261.0,2.957692307692308,2.0,260.0,1.4217213740458023,1.1949999999999998,262.0,0.4240197645889989,0.42857142857142855,233.0,1.7639484978540771,2.0,233.0,0.8015267175572519,1.0,262.0,0.6793893129770993,1.0,262.0,220423.5496183206,175000.0,262.0,266133.50230414746,195000.0,217.0,1.5419847328244274,2.0,262.0,1.0769230769230769,1.0,260.0,1.3893129770992367,1.0,262.0,2.0419847328244276,2.0,262.0,0.8129770992366412,1.0,262.0,1.0190839694656488,1.0,262.0,0.44656488549618323,0.0,262.0,0.3827751196172249,0.0,209.0,1.0,1.0,212.0
437.0,Locked,Enable,3.0,2018-01-22 10:04:00,Diama,Mboundoum Barrage,-16.076343333333 | 16.399813333333,yes,150.0,0.22666666666666666,0.0,150.0,46.141891891891895,47.5,148.0,19.114093959731544,20.0,149.0,0.8,1.0,150.0,0.02,0.0,150.0,0.08,0.0,150.0,0.0,0.0,150.0,4.626666666666667,5.0,150.0,0.8466666666666667,1.0,150.0,2.046666666666667,2.0,150.0,2.24,2.0,150.0,1.0780141843971631,1.0,141.0,1.9731543624161074,2.0,149.0,0.9133333333333333,1.0,150.0,2.0,2.0,150.0,1.0066666666666666,1.0,150.0,3.2533333333333334,3.0,150.0,0.98,1.0,150.0,0.8,1.0,150.0,1.9066666666666667,2.0,150.0,0.9733333333333334,1.0,150.0,363625.0,375000.0,144.0,6.684931506849315,7.0,146.0,84053.33333333333,75000.0,150.0,83340.0,75000.0,150.0,0.0,0.0,150.0,0.006666666666666667,0.0,150.0,1000.0,0.0,150.0,3.993333333333333,4.0,150.0,74279.63333333333,74390.0,150.0,1.9933333333333334,2.0,150.0,2.0,2.0,150.0,0.3624161073825503,0.0,149.0,1.0,1.0,150.0,1.1733333333333333,1.0,150.0,2.013333333333333,2.0,150.0,0.3,0.0,150.0,120.8,125.0,150.0,2.7837837837837838,2.0,148.0,1.7964429530201347,1.6,149.0,0.42427806288693365,0.44155844155844154,124.0,1.7741935483870968,2.0,124.0,0.78,1.0,150.0,0.5266666666666666,1.0,150.0,169101.20805369128,150000.0,149.0,196844.375,155000.0,128.0,1.3020134228187918,1.0,149.0,1.0472972972972974,1.0,148.0,1.657718120805369,2.0,149.0,2.1554054054054053,2.0,148.0,0.7866666666666666,1.0,150.0,0.7866666666666666,1.0,150.0,0.3825503355704698,0.0,149.0,0.1595744680851064,0.0,94.0,0.9733333333333334,1.0,150.0
441.0,Locked,Enable,10.0,2018-01-22 09:49:00,Ronkh,Ronkh,-15.988655 | 16.478345,no,273.0,0.007352941176470588,0.0,272.0,43.64705882352941,42.0,272.0,18.073260073260073,20.0,273.0,1.304029304029304,1.0,273.0,0.978021978021978,1.0,273.0,0.9047619047619048,1.0,273.0,0.007326007326007326,0.0,273.0,7.868131868131868,7.0,273.0,2.021978021978022,2.0,273.0,4.472527472527473,4.0,273.0,4.355311355311355,4.0,273.0,0.8413284132841329,0.0,271.0,1.120879120879121,1.0,273.0,0.9194139194139194,1.0,273.0,1.989010989010989,2.0,273.0,1.4612546125461254,1.0,271.0,3.728937728937729,4.0,273.0,1.0769230769230769,1.0,273.0,1.0293040293040292,1.0,273.0,1.286764705882353,1.0,272.0,1.0,1.0,272.0,312967.032967033,300000.0,273.0,5.985294117647059,6.0,272.0,549.4505494505495,0.0,273.0,750.9157509157509,0.0,273.0,1.0073260073260073,1.0,273.0,0.9216417910447762,1.0,268.0,113809.52380952382,125000.0,273.0,3.978021978021978,4.0,273.0,204714.2857142857,195000.0,273.0,1.9304029304029304,2.0,273.0,1.9413919413919414,2.0,273.0,1.9853479853479854,2.0,273.0,1.8131868131868132,2.0,273.0,1.8864468864468864,2.0,273.0,3.4448529411764706,3.0,272.0,1.9852941176470589,2.0,272.0,125.0,125.0,273.0,2.326007326007326,2.0,273.0,1.0879853479853485,1.0,273.0,0.5128876716781541,0.5555555555555556,267.0,2.292134831460674,2.0,267.0,1.4322344322344323,1.0,273.0,0.945054945054945,1.0,273.0,559725.2747252748,600000.0,273.0,563856.0885608856,600000.0,271.0,2.9450549450549453,3.0,273.0,0.9010989010989011,1.0,273.0,1.6703296703296704,2.0,273.0,1.875,2.0,272.0,1.3333333333333333,1.0,273.0,1.2380952380952381,1.0,273.0,0.5091575091575091,1.0,273.0,1.8955223880597014,2.0,268.0,1.0,1.0,272.0
,,,,,,,,,1.0,0.0,0.0,1.0,35.0,35.0,1.0,8.0,8.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,7.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5000.0,5000.0,1.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,100000.0,100000.0,1.0,4.0,4.0,1.0,30000.0,30000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,105.0,105.0,1.0,1.0,1.0,1.0,,,0.0,0.42857142857142855,0.42857142857142855,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000000.0,2000000.0,1.0,2000000.0,2000000.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
455.0,Locked,Enable,6.0,2018-01-22 10:02:00,Ross bEthio,Ross bEthio,-16.137893333333 | 16.278653333333,no,20.0,0.95,1.0,20.0,49.68421052631579,52.0,19.0,17.1,8.5,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,4.7,5.0,20.0,0.7,0.0,20.0,2.25,2.0,20.0,2.4,1.5,20.0,1.105263157894737,0.0,19.0,1.45,1.0,20.0,0.9,1.0,20.0,1.75,2.0,20.0,0.7894736842105263,1.0,19.0,3.8,4.0,20.0,0.1,0.0,20.0,0.0,0.0,20.0,0.15,0.0,20.0,0.05263157894736842,0.0,19.0,200000.0,200000.0,2.0,7.0,7.0,1.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,3.0,0.95,1.0,20.0,82500.0,100000.0,20.0,4.0,4.0,20.0,128559.07142857143,105872.0,14.0,2.0,2.0,20.0,2.0,2.0,20.0,1.9,2.0,20.0,1.0,1.0,20.0,2.85,3.0,20.0,3.85,4.0,20.0,2.0,2.0,20.0,80.5,100.0,20.0,2.4210526315789473,1.0,19.0,2.2350000000000003,0.5,20.0,0.46038359788359784,0.5142857142857142,18.0,1.6666666666666667,2.5,18.0,0.85,1.0,20.0,0.45,0.0,20.0,20000.0,0.0,20.0,200000.0,200000.0,2.0,0.15,0.0,20.0,0.42105263157894735,0.0,19.0,1.05,0.5,20.0,2.5789473684210527,3.0,19.0,0.8,1.0,20.0,0.0,0.0,20.0,0.1111111111111111,0.0,18.0,,,0.0,0.05555555555555555,0.0,18.0
456.0,Locked,Enable,4.0,2018-01-22 10:03:00,GuEdE village,TarEdji dEcollE,-14.867106666667 | 16.52346,no,128.0,0.3046875,0.0,128.0,47.3046875,48.5,128.0,14.5546875,14.0,128.0,0.84375,1.0,128.0,0.078125,0.0,128.0,0.0703125,0.0,128.0,0.0703125,0.0,128.0,5.21875,5.0,128.0,1.0,1.0,128.0,2.7734375,2.0,128.0,1.5703125,1.0,128.0,0.6904761904761905,0.0,126.0,1.078125,1.0,128.0,0.078125,0.0,128.0,1.375,1.0,128.0,1.5234375,2.0,128.0,4.0,4.0,128.0,0.3515625,0.0,128.0,0.328125,0.0,128.0,0.34375,0.0,128.0,0.30952380952380953,0.0,126.0,116658.53658536586,125000.0,41.0,9.076923076923077,7.0,39.0,6562.5,0.0,128.0,7265.625,0.0,128.0,0.46875,0.0,128.0,0.984375,1.0,128.0,311367.1875,250000.0,128.0,3.984375,4.0,128.0,43367.4921875,45000.0,128.0,1.8046875,2.0,128.0,1.7890625,2.0,128.0,1.9375,2.0,128.0,0.6953125,1.0,128.0,1.5614035087719298,2.0,114.0,2.643478260869565,3.0,115.0,1.9047619047619047,2.0,126.0,137.1484375,125.0,128.0,1.1015625,1.0,128.0,0.31562499999999966,0.2,128.0,0.2683357723431252,0.2,120.0,1.1583333333333334,1.0,120.0,1.0234375,1.0,128.0,0.6328125,1.0,128.0,106641.6015625,100000.0,128.0,107481.29921259843,100000.0,127.0,0.8125,1.0,128.0,0.078125,0.0,128.0,1.0234375,1.0,128.0,2.2265625,2.0,128.0,0.8984375,1.0,128.0,0.796875,1.0,128.0,0.0,0.0,128.0,0.21951219512195122,0.0,82.0,0.312,0.0,125.0
457.0,Locked,Enable,2.0,2018-01-22 10:03:00,GuEdE Village,Donaye,-14.860611666667 | 16.52619,no,247.0,0.2550607287449393,0.0,247.0,50.202429149797574,50.0,247.0,31.352226720647774,30.0,247.0,0.8340080971659919,1.0,247.0,0.20242914979757085,0.0,247.0,0.12955465587044535,0.0,247.0,0.004048582995951417,0.0,247.0,6.914634146341464,6.5,246.0,1.408906882591093,1.0,247.0,2.9959514170040484,3.0,247.0,3.48582995951417,3.0,247.0,1.2522522522522523,1.0,222.0,1.639344262295082,2.0,244.0,0.611336032388664,1.0,247.0,1.8987854251012146,2.0,247.0,0.9068825910931174,1.0,247.0,1.8699186991869918,2.0,246.0,0.902834008097166,1.0,247.0,0.6234817813765182,1.0,247.0,0.12653061224489795,0.0,245.0,0.12195121951219512,0.0,246.0,166266.66666666666,150000.0,30.0,16.633333333333333,18.0,30.0,17975.708502024292,0.0,247.0,18574.898785425103,0.0,247.0,0.26582278481012656,0.0,158.0,0.12751677852348994,0.0,149.0,26558.704453441296,0.0,247.0,3.263157894736842,4.0,247.0,65528.34008097166,60000.0,247.0,0.5951417004048583,0.0,247.0,0.5265306122448979,0.0,245.0,1.4817813765182186,2.0,247.0,0.9554655870445344,1.0,247.0,0.5473251028806584,1.0,243.0,2.25,3.0,244.0,1.2834008097165992,2.0,247.0,238.95528455284554,250.0,246.0,4.340080971659919,5.0,247.0,1.6037651821862369,1.64,247.0,0.47768874958710694,0.5,239.0,1.9497907949790796,2.0,239.0,1.05668016194332,1.0,247.0,0.6518218623481782,1.0,247.0,24561.457489878543,0.0,247.0,216667.14285714287,115000.0,28.0,0.14979757085020243,0.0,247.0,1.5384615384615385,2.0,247.0,2.4979757085020244,3.0,247.0,2.5020242914979756,3.0,247.0,1.2479674796747968,1.0,246.0,0.8299595141700404,1.0,247.0,0.04918032786885246,0.0,244.0,0.45348837209302323,0.0,172.0,0.12295081967213115,0.0,244.0
,,,,,,,,,10.0,0.1,0.0,10.0,54.0,50.5,10.0,24.6,25.0,10.0,1.1,1.0,10.0,0.3,0.0,10.0,0.3,0.0,10.0,0.0,0.0,10.0,7.1,8.5,10.0,1.2,1.0,10.0,2.2,1.0,10.0,2.6,1.5,10.0,2.2,2.0,10.0,1.4,2.0,10.0,0.8,1.0,10.0,2.0,2.0,10.0,0.8,1.0,10.0,1.0,0.0,10.0,0.8,1.0,10.0,0.7,1.0,10.0,0.5,0.0,10.0,0.4,0.0,10.0,200000.0,125000.0,4.0,11.75,11.0,4.0,0.0,0.0,10.0,0.0,0.0,10.0,0.1,0.0,10.0,0.0,0.0,7.0,0.0,0.0,10.0,3.2,4.0,10.0,148500.0,125000.0,10.0,1.3,1.5,10.0,1.4,2.0,10.0,0.4,0.0,10.0,1.0,1.0,10.0,1.4,1.0,10.0,3.111111111111111,3.0,9.0,0.7,0.0,10.0,262.5,300.0,10.0,3.5,3.5,10.0,1.166,1.13,10.0,0.41739316239316243,0.3888888888888889,10.0,1.5,1.5,10.0,0.6,0.5,10.0,0.6,1.0,10.0,35000.0,0.0,10.0,116666.66666666667,100000.0,3.0,0.3,0.0,10.0,1.2,1.5,10.0,2.2,2.5,10.0,2.8,3.0,10.0,1.4,2.0,10.0,1.0,1.0,10.0,0.1,0.0,10.0,0.75,0.5,8.0,0.4,0.0,10.0
459.0,Locked,Enable,2.0,2018-01-22 10:02:00,Ndiayene Pendao,Mbala,-14.960913921285 | 16.49222846312,no,273.0,0.21978021978021978,0.0,273.0,46.213235294117645,47.0,272.0,13.054945054945055,15.0,273.0,0.9706959706959707,1.0,273.0,0.15384615384615385,0.0,273.0,0.047619047619047616,0.0,273.0,0.03296703296703297,0.0,273.0,5.304029304029304,5.0,273.0,2.0805860805860807,2.0,273.0,1.8937728937728937,2.0,273.0,0.9267399267399268,1.0,273.0,0.42066420664206644,0.0,271.0,1.1078066914498141,1.0,269.0,0.033210332103321034,0.0,271.0,1.0220588235294117,1.0,272.0,0.5588235294117647,1.0,272.0,2.0220588235294117,2.0,272.0,0.2977941176470588,0.0,272.0,0.3125,0.0,272.0,1.7259259259259259,2.0,270.0,0.9245283018867925,1.0,265.0,106963.12809917355,75000.0,242.0,8.225296442687746,7.0,253.0,62427.716911764706,30000.0,272.0,87489.57142857143,36750.0,273.0,0.04428044280442804,0.0,271.0,0.09398496240601503,0.0,266.0,66125.9080882353,35000.0,272.0,3.678966789667897,4.0,271.0,42458.7052238806,18000.0,268.0,1.154981549815498,1.0,271.0,0.7824427480916031,1.0,262.0,1.1476014760147601,1.0,271.0,1.014760147601476,1.0,271.0,1.3173431734317342,1.0,271.0,3.9305019305019306,4.0,259.0,1.1433823529411764,1.0,272.0,122.97069597069597,125.0,273.0,1.0,1.0,273.0,0.5835897435897437,0.5,273.0,0.15893488750631615,0.125,259.0,0.7799227799227799,1.0,259.0,0.8241758241758241,1.0,273.0,0.8498168498168498,1.0,273.0,159952.32720588235,121250.0,272.0,171287.531496063,132750.0,254.0,1.0808823529411764,1.0,272.0,0.003663003663003663,0.0,273.0,0.9084249084249084,1.0,273.0,2.1433823529411766,2.0,272.0,0.8974358974358975,1.0,273.0,0.9267399267399268,1.0,273.0,0.06319702602230483,0.0,269.0,0.27918781725888325,0.0,197.0,0.9683794466403162,1.0,253.0
,,,,,,,,,1.0,0.0,0.0,1.0,30.0,30.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000000.0,1000000.0,1.0,5.0,5.0,1.0,50000.0,50000.0,1.0,60000.0,60000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150000.0,150000.0,1.0,4.0,4.0,1.0,,,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,125.0,125.0,1.0,1.0,1.0,1.0,3.2,3.2,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,525000.0,525000.0,1.0,525000.0,525000.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
